FIPStxt,PC 1,PC 2,PC 3,PC 4,PC 5,PC 6,PC 7,PC 8,PC 9,PC 10,class
26037,-1237477185.6846962,-100695221.89094466,-14229187.884895291,-22199.96729799427,18099.505179408436,2427.2248536396737,118.88234225671461,-507.0500872928499,683.8898639773896,16.20026893718178,4
42053,-1693505054.296973,-211952076.21491763,-27652749.629655343,29285.251168162515,-17164.58734804587,-168.79002107099612,-1061.0696132670162,974.2496025133313,240.28793739554507,-12.776125166166233,4
26041,998873053.3061405,-200428963.66859666,25882631.57478809,25766.283004267498,-23426.112032842553,-2474.2335988392415,-177.31425488347415,-217.38786244177805,-78.02165639501433,-14.2367176106266,0
26043,-497508817.0801509,-188107734.16198805,21335918.142869942,26209.738226182446,-30975.54970076384,-2123.7519081668447,-100.56861983482398,-233.76412697780373,-15.774817633603543,-11.47681714836128,0
26045,-1237239687.7487144,-42092909.62786534,14513888.038478967,-25368.895384718675,10570.114773587382,1363.3839810054312,486.5514807540779,116.33779482068212,358.2624121666191,5.67319678130894,4
26047,-1556591183.2782023,-199014686.77170682,-8303537.867941829,39808.81218829865,-303.34694904051906,167.22470761794438,-355.2230022681063,-529.1973569094826,-136.36608331182518,7.229541133647114,4
26049,-1342251266.494659,736900414.7420306,-13263796.453819295,-381239.5359218455,32773.139892771826,-3132.2541171590815,89.49045233149556,-107.30380954139626,-192.15464988777657,38.77010381202478,4
26051,-1425178445.8323393,-208539203.3336673,-19269039.968266997,36384.52059147337,-150.12724753734278,-1480.6016233876837,-498.18246294164794,-294.17663439218387,-51.868956953445704,-0.2582959979667613,4
26053,771039882.6864425,-232771870.36895865,-20873305.2691774,23784.358401995574,-16383.589511301432,37.46053649197042,-50.3507037858768,-689.5541104371657,-89.91550534065009,-14.890878134815692,0
26055,-1631422276.1491098,-112083389.09134656,107661996.07082407,48128.27490042712,-11300.305148753749,-7673.374218466948,-380.04780535782413,18.383305705653047,-206.4718528581191,28.988796880232574,4
55023,-1175314863.6566937,-208252353.94171244,-15354150.795161154,30989.576462814613,-17020.88106458091,1301.8713839516568,-30.33143125598718,-750.734151221139,-97.07511882439874,-10.47605973485972,4
26057,-1189414755.0305412,-199844988.17454144,-4235744.8344570035,47248.83084025754,2072.3326911159747,8705.825186420281,-9.834669927020904,-1221.1423795695193,-379.92657166552675,5.3743067048781885,4
26059,-1086725510.5804725,-192945971.55142698,6501601.546544775,43462.23087249749,5543.595707079946,82.19045622671653,-486.03635109712764,-390.26111438527033,-185.963979906779,4.330200814627379,4
26061,415819003.31403387,-207395379.4151896,8270514.31023056,35924.44956529037,-18089.517742666307,8904.295350387136,-60.20717538258819,-667.7256742558938,-259.3061642817186,-6.312858718449043,0
26063,-201762379.6830398,-223756430.1094373,-22475772.99114159,36550.340436683815,8882.185105201019,-1241.314953366388,-396.80572346530033,-634.1817341436528,-161.0509127526671,-12.322089930702512,0
26065,-1401069964.7028522,190657594.1909394,-12634059.347532786,16807.023590981215,10238.993577738938,29.487823456246225,1554.8500677134768,-230.5787302939447,273.99652429883304,-0.6337348663703087,4
26067,-1193304501.4660358,-180354670.46573174,21946157.770804536,53952.87363182959,11613.214674416718,6269.141795748792,-570.7360587509615,-398.7306756310582,-330.187475659548,16.470778860552304,4
26141,-848025625.0299273,-218667137.15881798,-24751786.147653814,29086.180440843455,-14355.545379145622,576.0277733998174,174.07788411366553,-1156.2958511088132,-145.42597962292157,-16.26895393877141,4
26069,-1271125012.281856,-184204377.61612698,15664885.305019034,27335.45360093387,-21492.898019018696,-7633.798426637535,-290.8611734664756,-85.56515810031706,59.75649220633879,-9.79129725571861,4
26071,1009321447.1065626,-239411921.33171758,-26446618.843523126,21132.269541840848,-18510.949278638658,-75.26179308504517,76.47872714028824,-865.0390106272569,-95.9360773860607,-15.940133747895047,0
55078,-1948331939.8397837,-208895271.47174552,-27136673.89579394,28339.766526685526,-21627.43947827826,118.77742437109472,-1009.4764432504187,971.6575006688633,259.3163789535459,-16.636307866942506,4
26073,-1190943360.83852,-176757712.75975135,26821526.88338155,63096.486793430464,6201.582411909831,19796.935316556315,-495.3141230501089,-523.5357015936418,-504.68225559790375,19.989317006857544,4
26075,-796747022.4098418,21313079.676130667,-17836426.891227417,-49309.8702273628,49602.41852278827,-4163.9804584688,279.96830088894535,153.82915229486898,25.817105724468114,0.009526621852636601,4
26077,-1429188163.906798,309283660.22418797,-25758034.439747557,-178250.05180796306,14164.856637822391,-1201.5685585290403,488.5522777102736,814.7647807766671,-447.3041048171884,0.02375792750787877,4
26079,-1211780203.1709645,-211992775.75708568,-20904298.937248774,31321.06067082515,-10648.895220990522,-850.4760902621532,-331.74298490209674,-364.55661520590223,-21.98492251153093,-10.674142422183007,4
26081,-583414245.5604789,742439069.0587494,2323043.596695632,-120831.40288487998,67485.67585881085,986.6452064118249,-162.26028690033198,-407.2310613565251,62.949890872125955,14.069344396730122,4
26083,-1279907934.0020688,-216913434.72102717,-28490369.381030537,24802.74609182623,-24579.81021177612,14.307950285555151,-964.3244910922775,967.8503619091224,266.76464368573545,-20.56726324529046,4
26087,-928737800.3393507,-186004931.82289854,17588129.299292516,63981.28767003375,49930.495525803664,-381.148123282443,-422.6003968755428,6.6623352299434755,-31.72690252816816,17.0803213741008,4
26089,-1990907829.8757408,-202468716.9797708,-19086877.855719265,36025.964730467334,-3777.3229591876816,-1992.3023567715982,-645.0528511281024,22.066603203769183,30.059353340846606,11.689670043791454,4
26091,-559225183.888538,-162431905.8957522,55027713.25982724,72015.31753646504,22659.515646218868,18150.34577050233,-982.6293020132412,41.758902821560895,-552.4678352673667,15.612269398811756,0
26093,-1383453453.9107118,227672889.16469714,-14116451.441708095,-232395.38512499174,39928.62733195159,-3125.3841371069975,-206.84434194866964,8.586326843849928,66.95581084537395,37.30196551912781,4
26095,32142062.639249984,-229014924.8960647,-26251110.287564512,22577.548463400464,-24234.067722878655,1432.6854797144638,529.1507583469414,-1545.3197699797117,-183.70163652314417,-14.426185001234346,0
26097,479611965.6118379,-232812245.55674285,-25043394.2053085,22134.51262492263,-18729.61562456792,-917.9442827254531,-176.84164273211087,-433.08391775288396,-10.5554132911096,-16.629172195909174,0
26099,-1980549079.4820273,883556707.2551734,-11170436.082936024,240425.3829575274,-10612.43723596617,1529.575300451397,1092.754234308213,-807.873912591371,556.8909922239552,51.014881568211074,4
26101,-1286024990.135382,-198368989.02730802,-3613208.2804922154,33432.84311862912,-14248.927562197927,-44.4878857226679,-242.08276019465998,-418.28754606468897,-68.98232110382851,-5.566033824980396,4
26103,3325507914.010423,-218120206.27601793,34925884.11283703,39507.851528010906,-8194.188091925382,12753.08575209127,-428.34080787164845,-173.49522214072513,-386.9770999705558,-8.412599267236434,0
26105,-1460007022.2085705,-194154596.47856036,-397107.56046287087,35789.22590073182,-11203.562538262451,-85.80570548727974,-288.3312693664222,-399.8005926440013,-85.18572656647198,-0.6032529240925564,4
26107,-1241847187.762317,-194616625.7942214,2061921.8086276331,43627.63800546289,2591.052482359577,2321.3721553795067,-369.76742445962185,-557.0509049712806,-212.77553098096834,5.952423363213445,4
26109,558997554.2840378,-229602681.82519394,-19601722.03918594,30361.97645294913,-9905.078031368692,3695.0866142940054,300.52069098657506,-1449.7741657084123,-286.8195865931859,-13.836437131592898,0
26111,-1427552416.3824594,-76663205.54840387,-27549660.07944775,-27818.19698271347,14874.718212866928,-1498.3162756170655,460.14032493429534,983.3448155037757,-298.87726293139735,-7.1768315618581,4
26113,-1189757256.8116212,-217994839.76345345,-28672940.26092916,31286.159243393144,-8021.106371113069,-751.4961465433494,-1167.0486690764706,979.5765047307144,201.43613322306848,-9.298820124978205,4
26115,-1367193288.529618,56205181.178069316,-14128703.78519923,-81359.62619559088,35410.33747281605,-880.9172636489766,243.10811781500465,-213.800773816697,336.0991999446077,29.179253635688926,4
26117,-685608585.2760946,-208983328.74089175,-9422220.057768233,53790.85049431497,37718.12427486243,-182.70754634733137,-717.1409798667972,-678.4082488615948,-339.9669651772664,7.076790508150489,4
26119,-1255912910.866914,-217201264.9031673,-28538962.616271045,28798.247530158013,-14642.721865787043,-434.6609682767011,-1086.375528504829,974.9650223831563,227.74335124843353,-13.394845419174287,4
26121,-1597958141.3424954,151216577.6619473,17871452.810459316,-116576.25551611102,560.9359183954101,-8437.941965885919,834.1318101759314,158.96487913768374,119.90231321112476,9.198076925239166,4
