FIPStxt,POP_COU,AREA_COU,POP_URBAN,POPPCT_URBAN,AREA_URBAN,AREAPCT_URBAN,POPDEN_URBAN,POP_UA,POPPCT_UA,AREA_UA,AREAPCT_UA,POPDEN_UA,POP_UC,POPPCT_UC,AREA_UC,AREAPCT_UC,POPDEN_UC,POP_RURAL,POPPCT_RURAL,AREA_RURAL,AREAPCT_RURAL,POPDEN_RURAL,PC 1,PC 2,PC 3,PC 4,PC 5,PC 6,PC 7,PC 8,PC 9,PC 10,class
37099,40271,1271048658,10837,26.91,20222474,1.59,1387.9,0,0.0,0,0.0,0.0,10837,26.91,20222474,1.59,1387.9,29434,73.09,1250826184,98.41,60.9,-1474697616.5769858,-195508812.08082554,-2427561.2299483903,42904.32941980786,4626.167679583403,365.01771235351316,-430.36355587714877,-492.35772119263925,-172.16032298582272,11.040145438843066,4
37101,168878,2049455206,80999,47.96,227738704,11.11,921.2,37449,22.18,107379594,5.24,903.3,43550,25.79,120359110,5.87,937.1,87879,52.04,1821716502,88.89,124.9,-517243359.9056072,57218239.11450798,123523288.76103692,-63671.2932671332,34289.01923596585,-20167.025512921948,-39.75794101760892,176.14102787229857,6.514120784844141,-8.889741815400246,0
37103,10153,1219128858,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,10153,100.0,1219128858,100.0,21.6,-1534100153.1946585,-213864235.57423556,-27975576.585184608,30014.909103088292,-14036.164497985721,-363.6020188636457,-1097.4961769067984,976.1085182055624,227.07160698898775,-10.970260197066382,4
37105,57866,660341698,33120,57.24,74963268,11.35,1144.3,0,0.0,0,0.0,0.0,33120,57.24,74963268,11.35,1144.3,24746,42.76,585378430,88.65,109.5,-2376248736.5515876,-133078493.56196824,68880554.6690292,43016.42707352191,-21323.23217887161,-3079.1731610202787,-275.28553172516956,-78.37106485107378,-119.52871333459956,58.80187855958961,4
37107,59495,1037527054,32719,54.99,90787327,8.75,933.4,0,0.0,0,0.0,0.0,32719,54.99,90787327,8.75,933.4,26776,45.01,946739727,91.25,73.3,-1853836402.749691,-124424494.85169783,87907983.04927057,34163.08336197951,-27062.360111722515,-13072.476747850462,-81.80749318867925,-156.57350060512374,-41.031884656559996,15.667714601951179,4
37109,78265,771655597,35569,45.45,113770780,14.74,809.7,10797,13.8,29744107,3.85,940.2,24772,31.65,84026673,10.89,763.6,42696,54.55,657884817,85.26,168.1,-2245587448.102994,-79067445.30813676,80338033.23325105,4609.151174446888,-7271.238845630246,-19696.153394041714,520.9331684684558,103.14775027260387,341.5804413883477,75.62193630414144,4
37111,44996,1141169175,13363,29.7,40776449,3.57,848.8,0,0.0,6470,0.0,0.0,13363,29.7,40769979,3.57,848.9,31633,70.3,1100392726,96.43,74.5,-1672608824.1648026,-173750066.69945693,24054169.9113212,37839.767110487905,-2027.2820190411765,-8512.406826861208,-504.648457669699,-108.4104446665471,-37.76455775230029,16.3251604386649,4
37113,33922,1335290241,6781,19.99,23678591,1.77,741.7,0,0.0,0,0.0,0.0,6781,19.99,23678591,1.77,741.7,27141,80.01,1311611650,98.23,53.6,-1386248715.232101,-193311012.16317806,1780146.9921758384,35033.95464157249,-1582.5694325659813,-6638.697140966518,-603.2950231283949,-2.4025089572764813,8.700418919996094,2.048053468528782,4
37115,20764,1164379747,1948,9.38,4159968,0.36,1212.8,1948,9.38,4159968,0.36,1212.8,0,0.0,0,0.0,0.0,18816,90.62,1160219779,99.64,42.0,-1614383727.610354,-206323288.45292926,-27782502.920079295,31013.398202450433,-2898.894549533473,-776.3970253324558,447.7811401390906,1023.2086124103411,-130.90993134664524,-25.65622914539603,4
37117,24505,1194547357,5361,21.88,8494031,0.71,1634.7,0,0.0,0,0.0,0.0,5361,21.88,8494031,0.71,1634.7,19144,78.12,1186053326,99.29,41.8,-1574748924.1109865,-205367511.0783971,-17111809.461300027,37077.337011488344,-4714.177706776025,994.9070974458792,-118.62322272426692,-862.9581285646013,-156.49078267218033,0.2142659384070051,4
37119,919628,1356745512,909830,98.93,1167991254,86.09,2017.5,909830,98.93,1167991254,86.09,2017.5,0,0.0,0,0.0,0.0,9798,1.07,188754258,13.91,134.4,-2143160236.8269117,1640311995.1554582,-18184187.6235915,-447285.7775777402,-60466.934602131965,2554.6518890065518,468.7950988041154,173.9548952800601,-395.99414807140266,31.684590633367065,4
37121,15579,573487628,2704,17.36,13273878,2.31,527.6,0,0.0,0,0.0,0.0,2704,17.36,13273878,2.31,527.6,12875,82.64,560213750,97.69,59.5,-2456308300.935108,-190285701.24878687,-9259431.442739198,31562.27691608672,-15966.146015905284,-4509.177166311445,-602.1540228378379,230.37587694174758,131.16987719596443,18.170666815935498,4
37123,27798,1273651813,6439,23.16,16450648,1.29,1013.8,0,0.0,0,0.0,0.0,6439,23.16,16450648,1.29,1013.8,21359,76.84,1257201165,98.71,44.0,-1468401935.9992065,-199140835.0817995,-7227878.588237101,35302.74864131632,-5543.445999377139,-2487.6261417119167,-463.5543931987717,-211.75298615425913,-32.908972637231294,0.2983830918441976,4
37125,88247,1807404472,43543,49.34,119402691,6.61,944.5,0,0.0,0,0.0,0.0,43543,49.34,119402691,6.61,944.5,44704,50.66,1688001781,93.39,68.6,-784981333.7138686,-110264346.04341966,122064714.96056895,38625.228068274184,-14826.180843784066,-17589.309162242993,-169.53334874029028,-136.41661699045602,-144.2150382970174,-7.862565142084447,4
37127,95840,1399646368,50256,52.44,86568317,6.19,1503.6,50256,52.44,86568317,6.19,1503.6,0,0.0,0,0.0,0.0,45584,47.56,1313078051,93.81,89.9,-1338394184.558627,-79326894.3001323,-27737611.165237743,-16944.21162081721,27875.34845319954,-2117.214310945186,412.9012126686787,996.1464311033864,-368.67681248798823,-2.7286535468827458,4
37129,202667,496071702,198178,97.79,284918954,57.44,1801.5,198178,97.79,284918954,57.44,1801.5,0,0.0,0,0.0,0.0,4489,2.21,211152748,42.56,55.1,-2752627204.0016656,251276899.35773575,-23420181.207149297,-126668.74816895589,-33534.37929848209,1239.8789342995397,1286.6887750220906,823.87131258691,-255.11495441269602,10.116934924224935,4
37131,22099,1389757849,2350,10.63,5192435,0.37,1172.2,0,0.0,0,0.0,0.0,2350,10.63,5192435,0.37,1172.2,19749,89.37,1384565414,99.63,36.9,-1296411440.9423428,-211819452.79300523,-21866203.73057042,34514.92962371676,-3393.376646024221,-1002.5556762287262,-398.30113975372905,-403.05352251323825,-55.53067629516204,-5.80227128491248,4
37133,177772,1975496912,130931,73.65,277941528,14.07,1220.1,105419,59.3,184759745,9.35,1477.8,25512,14.35,93181783,4.72,709.1,46841,26.35,1697555384,85.93,71.5,-656233106.8101101,155616010.58840567,89875640.20710866,-111319.13648007203,-14368.781301889332,-24324.262214816008,1273.6443839105004,-43.63334519782093,216.99994651033398,-36.75948376212245,4
37135,133801,1030705790,95625,71.47,129165077,12.53,1917.5,95625,71.47,129165077,12.53,1917.5,0,0.0,0,0.0,0.0,38176,28.53,901540713,87.47,109.7,-1889426093.5569947,-5361361.599094744,-26309561.76458978,-15302.20618443526,17369.727726454297,-1474.6520823963529,998.0918032847478,973.6652820344675,-426.0408674786689,16.773792123421316,4
37137,13144,871627408,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,13144,100.0,871627408,100.0,39.1,-2025505054.9593976,-207969526.01953822,-26980380.72891828,33401.12682004769,-9951.05154163285,-371.68288279381767,-1154.2038335827046,980.3459198597448,214.066099194643,1.7602665443751355,4
37139,40661,587616860,23860,58.68,43914533,7.47,1407.2,0,0.0,0,0.0,0.0,23860,58.68,43914533,7.47,1407.2,16801,41.32,543702327,92.53,80.0,-2457567367.882845,-161379196.92737365,29635193.442501277,43295.08688332266,-19076.238186215127,3908.226108799322,-256.7595843063215,-290.22248732424447,-145.04056723686,43.51200965911749,4
37141,52217,2252758539,16315,31.24,53387482,2.37,791.5,2143,4.1,7157416,0.32,775.5,14172,27.14,46230066,2.05,794.0,35902,68.76,2199371057,97.63,42.3,-109405564.28870448,-176045960.74422675,27871231.404038154,23907.931492118794,32.79181582313631,-11404.509490601136,124.0481048437281,195.6843035217091,307.43954494515765,-23.71284600945029,0
37143,13453,639957337,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,13453,100.0,639957337,100.0,54.4,-2353111769.9469023,-204039679.41764808,-26316910.194466155,34754.55735019223,-9430.086119252115,-279.43758445584933,-1164.8404456170183,981.6223975887217,213.98220486322322,14.928051983236035,4
37145,39464,1016108548,9660,24.48,18793260,1.85,1331.3,0,0.0,0,0.0,0.0,9660,24.48,18793260,1.85,1331.3,29804,75.52,997315288,98.15,77.4,-1834220005.7936754,-192543738.34395158,-3513551.200528189,43738.79267581152,5556.36099983474,-176.9036968943375,-464.6125374950938,-457.9329070291205,-155.8623022164879,24.76230115188699,4
37147,168148,1688606138,125378,74.56,189513414,11.22,1713.5,117798,70.06,168861167,10.0,1806.8,7580,4.51,20652247,1.22,950.6,42770,25.44,1499092724,88.78,73.9,-1000712832.3384589,66220068.72381242,-1604702.8087586635,-48688.3619184048,13129.829729278385,-4398.240026115855,975.0385816914344,175.3612765136989,124.43648530870297,-13.254243890789505,4
37149,20510,615871126,1585,7.73,4410349,0.72,930.8,0,0.0,0,0.0,0.0,1585,7.73,4410349,0.72,930.8,18925,92.27,611460777,99.28,80.2,-2390229440.1039248,-199435863.29180822,-20643698.19611755,37533.557601337496,-3949.9098525643076,-1103.449372067083,-560.658460749444,-135.56319316265942,4.734770816313576,32.465437903559064,4
37151,141752,2026710821,62027,43.76,152334718,7.52,1054.6,21284,15.01,59137829,2.92,932.1,40743,28.74,93196889,4.6,1132.3,79725,56.24,1874376103,92.48,110.2,-497384291.43969035,-44913102.65939344,88652675.42532116,-1450.63029398457,39558.209407632385,-7673.967461351647,-312.0454645477983,386.19111170070113,37.725614711477654,-1.1344386080756503,0
37153,46639,1227191624,25404,54.47,64534579,5.26,1019.5,0,0.0,0,0.0,0.0,25404,54.47,64534579,5.26,1019.5,21235,45.53,1162657045,94.74,47.3,-1567432289.3989048,-152614074.5337148,54005437.654432595,34333.68859244676,-23573.648474561935,-6720.086275696138,-197.6129204976174,-143.86911455109686,-47.98406489678133,2.186105166588914,4
37155,134168,2458470383,50161,37.39,110711151,4.5,1173.5,505,0.38,1494897,0.06,874.9,49656,37.01,109216254,4.44,1177.6,84007,62.61,2347759232,95.5,92.7,141729166.55627874,-128621887.38188057,107269293.17467402,66508.85927716142,43451.07524904047,-6614.54450802891,-411.66668538012107,492.4105441282418,-70.3393234686783,-16.44095541309267,0
37157,93643,1464770304,35636,38.06,84642280,5.78,1090.4,0,0.0,0,0.0,0.0,35636,38.06,84642280,5.78,1090.4,58007,61.94,1380128024,94.22,108.9,-1245408315.6533377,-137517168.33887243,78875913.56808151,55012.81813038055,17690.400006997384,-7872.942395008344,-722.6308232183893,-40.26350381593967,-275.7512653456652,26.40711220716199,4
37159,138428,1324451332,84687,61.18,203165413,15.34,1079.6,84687,61.18,203165413,15.34,1079.6,0,0.0,0,0.0,0.0,53741,38.82,1121285919,84.66,124.1,-1524955648.488951,107278484.38654856,-26505429.88941746,-157371.98571728787,30933.034908406098,-1899.0430889642234,-177.06871786309708,901.5983498658081,-371.1260160510294,23.31995036920476,4
37161,67810,1461144059,26418,38.96,90889482,6.22,752.8,0,0.0,0,0.0,0.0,26418,38.96,90889482,6.22,752.8,41392,61.04,1370254577,93.78,78.2,-1254866626.5965226,-131513185.50385176,86824613.81419282,32543.404836192094,-10418.804493221864,-22046.36618410985,-166.28443822759886,-267.64698950355506,-30.714217353584363,1.6146726362968158,4
37163,63431,2446865522,9538,15.04,20686310,0.85,1194.2,0,0.0,0,0.0,0.0,9538,15.04,20686310,0.85,1194.2,53893,84.96,2426179212,99.15,57.5,187713985.28768706,-215013103.6372288,-5205533.890597485,48285.28117412448,35311.67542889127,-3513.117628206816,-867.9748034831542,-319.6511550074735,-254.84202735775847,-10.081106755928792,0
37165,36157,825803818,18660,51.61,43577162,5.28,1109.0,0,0.0,0,0.0,0.0,18660,51.61,43577162,5.28,1109.0,17497,48.39,782226656,94.72,57.9,-2120511207.7312603,-165740511.93592694,28524361.320933916,36632.10496056957,-19927.997161690662,-2551.785244818477,-261.5579571444145,-204.35738077684903,-50.01932076483533,17.906274826431282,4
37167,60585,1023267267,19561,32.29,53956084,5.27,939.0,0,0.0,0,0.0,0.0,19561,32.29,53956084,5.27,939.0,41024,67.71,969311183,94.73,109.6,-1848470792.6931064,-159217402.8709026,41147356.38065385,44327.45969635972,5749.329011667301,-8920.148568084524,-565.3802230028765,-133.37393179774847,-114.81339153562627,40.50216017452787,4
37169,47401,1162535003,11520,24.3,33831007,2.91,881.9,11520,24.3,33831007,2.91,881.9,0,0.0,0,0.0,0.0,35881,75.7,1128703996,97.09,82.3,-1637408282.6964426,-159130185.31438726,-27518458.742191352,4633.445193651066,17502.992346002793,-1611.2307388117827,-255.78686739323433,1005.7306010950842,-150.12809595073102,7.412856779474933,4
37171,73673,1378304182,22982,31.19,71432305,5.18,833.3,0,0.0,0,0.0,0.0,22982,31.19,71432305,5.18,833.3,50691,68.81,1306871877,94.82,100.5,-1358524004.4521477,-148616110.1476527,62337619.5500224,43289.47511230351,10493.386608186976,-15532.973683542206,-545.8795158844803,-157.87957423073155,-122.40960704529972,19.76687083785323,4
37173,13981,1367504099,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,13981,100.0,1367504099,100.0,26.5,-1324281400.6483274,-216381139.5278303,-28400501.59087062,31308.125437425268,-9107.591853833224,-655.9662958570456,-1155.432732180956,979.1354441425455,206.50752554611952,-8.796604523951462,4
37175,33090,980383414,13356,40.36,31993140,3.26,1081.2,235,0.71,823035,0.08,739.5,13121,39.65,31170105,3.18,1090.3,19734,59.64,948390274,96.74,53.9,-1893884867.4184358,-178856364.0481321,12323195.240369651,35554.734228677655,-12736.605057053197,-2450.135052482599,235.7464261349908,60.86248549942385,296.57787767271384,4.302428846265296,4
37177,4407,1007595142,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,4407,100.0,1007595142,100.0,11.3,-1833231868.930651,-210275968.32617092,-27369774.997578703,28016.398403328487,-21439.827201543012,69.93399016385851,-1010.2730678785753,971.5035892107145,257.87679284134606,-16.936442255230467,4
37179,201292,1635630037,146361,72.71,315536371,19.29,1201.4,146361,72.71,315536371,19.29,1201.4,0,0.0,0,0.0,0.0,54931,27.29,1320093666,80.71,107.8,-1162234658.3387601,280612409.792253,-26416647.52030717,-248931.03419298105,26515.62051603539,-1658.3188180199618,-21.781603729819036,821.2501071550101,-447.9755124847816,-1.6337408875815718,4
37181,45422,656606884,20858,45.92,47328615,7.21,1141.4,0,0.0,0,0.0,0.0,20858,45.92,47328615,7.21,1141.4,24564,54.08,609278269,92.79,104.4,-2362374515.994071,-159301922.0674046,33775891.21202823,42027.76756255058,-11750.782699095871,-2315.7393455188326,-366.58657257321687,-191.30802265567635,-98.35379316888177,54.440940741017805,4
37183,900993,2163206258,846020,93.9,1222420633,56.51,1792.5,833188,92.47,1196769575,55.32,1803.1,12832,1.42,25651058,1.19,1295.6,54973,6.1,940785625,43.49,151.3,-1040319205.7858683,1696774543.5405514,12352074.609975627,-607900.2379695385,-16911.84821301638,1452.4213470495429,50.479631033866276,-720.7915350808439,-28.85536555946814,-3.2553504780330047,4
37185,20972,1109696231,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,20972,100.0,1109696231,100.0,48.9,-1688849807.5739584,-212007909.9963473,-27662174.693980232,36380.671290643695,160.5649459142692,-938.4738851662839,-1274.3082174861338,986.7864916677156,172.45517396220689,5.758933266372348,4
37189,51079,809515805,22763,44.56,34878382,4.31,1690.3,0,0.0,0,0.0,0.0,22763,44.56,34878382,4.31,1690.3,28316,55.44,774637423,95.69,94.7,-2137514453.9851165,-173738699.07403985,17517470.063957036,51385.63968854731,86.77260713549333,7031.111733516959,-389.2288467508957,-502.53820660168833,-277.7328042418718,47.57176337695103,4
37191,122623,1432488557,65721,53.6,144819427,10.11,1175.4,61054,49.79,137046994,9.57,1153.8,4667,3.81,7772433,0.54,1555.2,56902,46.4,1287669130,89.89,114.5,-1332072501.4234083,7744650.906083985,-17515009.111413643,-79354.31297765892,36793.55219567293,-1110.0017752331182,-9.821534456898164,-264.6221626532369,410.45162475171895,29.68641018584595,4
37193,69340,1953571382,18867,27.21,69952846,3.58,698.5,0,0.0,0,0.0,0.0,18867,27.21,69952846,3.58,698.5,50473,72.79,1883618536,96.42,69.4,-544007998.7143946,-159781738.17196694,58810185.71404246,36199.99494323878,9237.750199602257,-20073.826291517475,-482.56560309425794,-190.27824743939712,-69.15655245084963,-10.485158649358675,0
37195,81234,953567109,49828,61.34,64895944,6.81,1988.6,638,0.79,730779,0.08,2261.2,49190,60.55,64165165,6.73,1985.5,31406,38.66,888671165,93.19,91.5,-1954613919.2878897,-147162342.15555528,54326024.637694985,68530.10871847319,-1664.285606404718,22770.420181198173,1099.4245062486546,882.2210343893594,554.3122213137377,29.381204492128,4
37197,38406,867203563,5885,15.32,15112578,1.74,1008.6,0,0.0,0,0.0,0.0,5885,15.32,15112578,1.74,1008.6,32521,84.68,852090985,98.26,98.8,-2042236516.7834923,-193519004.72285777,-7764151.517607195,43376.74554276271,9740.41394164493,-2855.6424639764286,-663.1710238662874,-196.58834590837284,-85.57530529919681,40.02708572910288,4
37199,17818,809623022,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,17818,100.0,809623022,100.0,57.0,-2113186010.5232043,-206917735.29609045,-26802807.92279996,36226.74856901305,-3810.3657602584876,-613.0393818806516,-1230.9135509801918,985.0536127089222,190.54325405920704,14.624083179656775,4
42001,101407,1343342705,46976,46.32,81869961,6.09,1486.1,31255,30.82,53949745,4.02,1500.5,15721,15.5,27920216,2.08,1458.3,54431,53.68,1261472744,93.91,111.8,-1414923287.8051739,-103660269.0750211,7617405.2892649695,17238.01976021999,32355.31245579052,728.0761813327315,383.25959648249557,100.94181254272353,322.3827656014424,25.205882828991406,4
42003,1223348,1890884266,1192932,97.51,1361943108,72.03,2268.6,1192932,97.51,1361943108,72.03,2268.6,0,0.0,0,0.0,0.0,30416,2.49,528941158,27.97,148.9,-1521283182.82319,1939536174.9610963,-18022619.08265194,-289521.9026210277,-34269.40527395196,700.6872178995311,-309.36668039927196,57.21798691522654,-445.7226969724288,20.73336056143702,4
42005,68941,1691787010,22415,32.51,29141087,1.72,1992.2,8343,12.1,9064845,0.54,2383.7,14072,20.41,20076242,1.19,1815.4,46526,67.49,1662645923,98.28,72.5,-885863682.2470572,-188376445.06838128,-3739260.2130659083,52231.43028072888,27699.610518323698,3360.509984947027,1451.815368932722,56.372743375487595,597.5518042760797,-14.102287952912475,4
42007,170539,1125900054,126493,74.17,236120390,20.97,1387.5,119566,70.11,219252611,19.47,1412.4,6927,4.06,16867779,1.5,1063.6,44046,25.83,889779664,79.03,128.2,-1828490298.280206,152262071.2250956,-4362646.8977820035,-129513.9679873826,12767.910314977937,-2451.718951186085,507.4471300297931,46.44854683746168,182.76935241619148,41.7509352827768,4
42009,49762,2621835502,8064,16.21,14012669,0.53,1490.5,31,0.06,140170,0.01,572.8,8033,16.14,13872499,0.53,1499.8,41698,83.79,2607822833,99.47,41.4,439767312.4261617,-224239816.98535702,-14363714.194966516,42174.67049495496,22230.12388043975,-784.9762797777684,-87.2129536102905,-417.10530997899104,9.070741704587954,-19.40122385932089,0
42011,411442,2218341544,313782,76.26,358117278,16.14,2269.3,301390,73.25,345342379,15.57,2260.4,12392,3.01,12774899,0.58,2512.4,97660,23.74,1860224266,83.86,136.0,-367581108.50273216,330256263.37463754,-11592550.526745092,-4810.114625482914,85867.08604367555,2947.209875939031,200.85626542619875,-830.9128388060067,437.3924592530798,12.385678305796851,0
42013,127089,1361815301,97311,76.57,131007579,9.62,1923.8,79930,62.89,96848806,7.11,2137.5,17381,13.68,34158773,2.51,1317.9,29778,23.43,1230807722,90.38,62.7,-1422643188.236745,-29851700.069242723,15865923.678321324,11766.153148185553,-3330.869001106774,611.4779212577855,1484.3214077938708,225.148231073895,370.9434090469727,-9.390708647577902,4
42015,62622,2971749132,17425,27.83,25295316,0.85,1784.1,0,0.0,0,0.0,0.0,17425,27.83,25295316,0.85,1784.1,45197,72.17,2946453816,99.15,39.7,926761734.288804,-219532560.3389396,-852062.4743142491,47795.088798413744,24083.69431548028,3938.5562522394243,-527.3502810949493,-707.0138329287093,-380.36448958698423,-13.40623447603176,0
42017,625249,1565148677,570042,91.17,742520258,47.44,1988.4,569654,91.11,741415126,47.37,1990.0,388,0.06,1105132,0.07,909.3,55207,8.83,822628419,52.56,173.8,-1555705346.2176192,959789502.304671,-21096688.312484268,-263728.20094665216,14706.733415266553,-1297.957489816766,310.0027073835662,-233.92034370308534,-116.12755884246823,50.83069237133858,4
42019,183862,2042475490,106706,58.04,220844648,10.81,1251.4,58716,31.93,125114812,6.13,1215.5,47990,26.1,95729836,4.69,1298.4,77156,41.96,1821630842,89.19,109.7,-522244189.4388659,62098629.17053295,92401509.49689092,-46871.37705021146,34079.65293936726,303.11546813879414,-166.4252204679948,575.187689148643,53.86218451415017,-0.7007007457705584,0
42021,143679,1782819861,97693,67.99,164013022,9.2,1542.7,61494,42.8,85679261,4.81,1858.9,36199,25.19,78333761,4.39,1196.9,45986,32.01,1618806839,90.8,73.6,-850232406.7283089,-12726772.285700962,70695998.75180791,6560.115058426318,1596.8010640311472,-2684.9096354574244,1006.9272546878952,519.854225959936,333.44516603604967,-14.235090392240132,4
42023,5085,1026232612,2677,52.65,3532995,0.34,1962.5,0,0.0,0,0.0,0.0,2677,52.65,3532995,0.34,1962.5,2408,47.35,1022699617,99.66,6.1,-1809325440.5600164,-207231443.39043725,-22933772.791784093,28243.291332357792,-24908.101954477523,1600.9336145495,384.76736506901574,-1320.0910843438996,-126.93608776863158,-14.940945419072065,4
42025,65249,987977465,34476,52.84,55334287,5.6,1613.7,17650,27.05,25362696,2.57,1802.4,16826,25.79,29971591,3.03,1454.0,30773,47.16,932643178,94.4,85.5,-1899200387.3401837,-141119679.82796484,10992498.216384146,33316.935815565615,2548.118316640973,2331.4299318223493,1060.41845700112,197.53774046206792,499.1546463085258,16.850909709610086,4
42027,153990,2874682925,104378,67.78,103805232,3.61,2604.3,87454,56.79,74657391,2.6,3033.9,16924,10.99,29147841,1.01,1503.8,49612,32.22,2770877693,96.39,46.4,735459222.4322178,-95554148.3507974,4972356.048067898,68522.84927816705,26451.984354870045,892.2494043433456,2159.5651850181766,280.5989580543551,298.330675924393,-48.54546558142701,0
42029,498886,1943805957,432651,86.72,907057135,46.66,1235.4,431411,86.47,904793389,46.55,1234.9,1240,0.25,2263746,0.12,1418.7,66235,13.28,1036748822,53.34,165.5,-1133462256.8682733,1214156038.5580652,-19283908.376737326,-785615.4830093565,7841.405832804295,469.5040329303018,174.16722595255877,-785.6466412057391,-15.592930823996449,8.455949413459606,4
42031,39988,1556153827,9373,23.44,17249462,1.11,1407.3,0,0.0,0,0.0,0.0,9373,23.44,17249462,1.11,1407.3,30615,76.56,1538904365,98.89,51.5,-1069467034.6021858,-203173088.05145204,-7021869.055529092,41812.09998957376,7030.81476922728,62.699943075898155,-432.39698630785097,-536.0474547711248,-180.47818789063146,1.762198755491613,4
42033,81642,2964816225,37678,46.15,59239636,2.0,1647.3,0,0.0,0,0.0,0.0,37678,46.15,59239636,2.0,1647.3,43964,53.85,2905576589,98.0,39.2,893428490.0654509,-187126253.08444494,42300847.70029861,54252.469905671926,12232.610676519376,9551.342006657756,-711.9424977360092,-121.57261846988239,-414.32331440701273,-9.334514881150172,0
42035,39238,2299868539,21310,54.31,38330653,1.67,1439.9,0,0.0,0,0.0,0.0,21310,54.31,38330653,1.67,1439.9,17928,45.69,2261537886,98.33,20.5,-32386380.455317073,-195735849.13499567,17636108.40178298,34855.0485844182,-16511.283662088088,3092.7187437532534,-225.12874846656223,-362.9116086767332,-163.7304934122203,-9.093764069695023,0
42037,67295,1251244127,39804,59.15,65201324,5.21,1581.1,39504,58.7,64787423,5.18,1579.2,300,0.45,413901,0.03,1877.3,27491,40.85,1186042803,94.79,60.0,-1533551145.7071373,-111036333.83552252,-26976613.382837046,-6100.473459069088,5399.804815707003,-878.5376524560371,1018.0350918639899,-576.9910511109232,692.5890258278065,3.413157180384903,4
42039,88765,2621839209,32221,36.3,56802966,2.17,1469.1,0,0.0,0,0.0,0.0,32221,36.3,56802966,2.17,1469.1,56544,63.7,2565036243,97.83,57.1,410110669.87294054,-183626113.5828748,40186810.306489505,57651.1650655005,28189.191490750905,3585.2175749340554,-872.6225361642464,-139.19571815451957,-403.6408327608927,-8.122642836299026,0
42041,235406,1412732365,183198,77.82,258011014,18.26,1839.0,165909,70.48,231069766,16.36,1859.6,17289,7.34,26941248,1.91,1662.1,52208,22.18,1154721351,81.74,117.1,-1437991927.6645076,175761977.09749094,7719291.277101284,-60028.41603867347,23321.44345717114,3828.480838550573,678.809224185658,-86.96572448673668,316.7461282490624,28.084610597730666,4
42043,268100,1359864507,232380,86.68,322511775,23.72,1866.2,222771,83.09,309399461,22.75,1864.8,9609,3.58,13112314,0.96,1898.0,35720,13.32,1037352732,76.28,89.2,-1557063631.9445999,288008608.8439221,-9018656.00455725,-109975.36502428431,2864.5813256207593,3493.4141081519015,945.9839811814235,-508.62821129187915,518.6204028416355,16.42468468990364,4
42045,558979,476152313,556386,99.54,436799497,91.74,3299.1,556386,99.54,436799497,91.74,3299.1,0,0.0,0,0.0,0.0,2593,0.46,39352816,8.26,170.7,-2885300514.906044,493027889.42037225,-22038839.264911335,225777.9751695688,-28974.964555949213,164.28206429389408,2145.323788929361,765.7641228690046,-390.49323661573305,125.82796469847564,4
42047,31946,2142848183,14160,44.32,25680307,1.2,1428.1,0,0.0,0,0.0,0.0,14160,44.32,25680307,1.2,1428.1,17786,55.68,2117167876,98.8,21.8,-245661361.95324144,-205105626.42453703,2010994.9465799967,33401.089879164996,-12662.453669361965,1603.2118923324629,-212.247048272084,-483.99423460750216,-137.9071464198155,-9.880163768301994,0
42049,280566,2069799485,224398,79.98,250256285,12.09,2322.4,196611,70.08,213013051,10.29,2390.6,27787,9.9,37243234,1.8,1932.4,56168,20.02,1819543200,87.91,80.0,-503544162.7546348,145714706.6921987,18770782.98492329,30746.04186002606,29713.001324298988,10075.21405005462,970.5532790437429,97.76279758831548,324.2428231696025,-8.765306062976801,0
42051,136606,2046968639,71175,52.1,136420871,6.66,1351.3,64567,47.27,124867239,6.1,1339.2,6608,4.84,11553632,0.56,1481.3,65431,47.9,1910547768,93.34,88.7,-457371186.9962161,-18441643.900794983,-14576245.214485873,-50026.119346660904,47565.405048359586,-1785.9423226291867,66.2536569233823,-147.72208802414232,293.4783100122279,-3.6735107196049106,0
42055,149618,2000050083,89244,59.65,167678000,8.38,1378.5,60390,40.36,118518381,5.93,1319.7,28854,19.29,49159619,2.46,1520.2,60374,40.35,1832372083,91.62,85.3,-545418183.4411137,8034566.971907764,33288692.535469804,-40951.22199167501,29857.633413596934,4417.744581431033,44.108752403403486,259.139852036202,240.48131582078227,-1.7085196808651852,0
42057,14845,1133252780,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,14845,100.0,1133252780,100.0,33.9,-1655538281.463559,-212407506.54712793,-27729638.609956622,32972.565556372654,-7859.893331956962,-594.6458748413364,-1175.1292601209216,980.8904005979074,203.64226997153443,-3.4276715489994496,4
